Age,Income,Credit_Score,Years_Employed,Existing_Loans,Debt_to_Income,Savings,Loan_Amount,Loan_Approved
27,117537,561,8,5,0.22,33952,205095,0
54,101159,582,21,2,0.36,71514,261803,1
26,87914,528,0,4,0.07,80309,97141,0
41,70357,579,23,2,0.74,52084,277182,0
52,106908,589,26,1,0.34,72710,270582,1
66,130335,346,32,3,0.79,22796,40151,0
52,58437,513,25,1,0.62,51348,273311,1
65,55503,323,40,2,0.11,78413,18172,1
53,116282,620,21,1,0.55,54333,187375,1
35,113459,573,9,0,0.25,18722,218565,1
66,95403,612,39,1,0.23,89091,166432,1
56,61258,662,35,5,0.24,80098,71310,1
49,53724,679,26,0,0.74,73082,93950,1
41,84286,769,20,5,0.42,26258,91258,0
40,94842,415,18,1,0.55,12706,94941,0
49,124927,341,23,0,0.26,29943,163328,1
54,34908,678,25,0,0.44,65324,125934,1
29,112617,505,4,1,0.31,23315,224331,1
66,70626,765,40,4,0.29,11352,59236,0
30,57228,579,2,3,0.24,35497,185293,1
40,43386,417,12,3,0.36,76145,115260,0
42,66754,536,12,3,0.55,45974,163024,1
52,130942,608,21,0,0.22,99322,128797,1
58,48302,755,33,3,0.77,28228,278081,0
47,80815,774,18,0,0.14,9882,44496,1
34,141084,399,5,4,0.41,17268,122221,0
66,104748,560,39,1,0.11,71846,290938,1
37,83344,604,13,1,0.07,25463,129717,1
65,55618,653,36,0,0.74,77789,194792,1
42,131603,585,11,0,0.66,86940,161057,1
39,96234,627,7,4,0.57,50314,286535,0
30,81114,402,0,3,0.7,10827,77406,0
36,137652,362,17,4,0.65,77474,289137,0
66,90130,581,37,1,0.54,34062,296864,1
53,45525,740,20,1,0.69,91690,145978,1
29,99818,592,0,5,0.34,8240,68820,0
58,134589,306,24,3,0.46,2585,88117,0
36,34334,391,16,1,0.63,53532,232897,0
29,114715,489,2,5,0.11,11541,111390,0
26,82767,775,8,0,0.69,6427,8193,1
24,26644,810,1,1,0.17,93283,10220,1
45,121154,761,25,2,0.7,89732,155429,1
31,133237,352,10,3,0.28,82156,44299,0
48,52933,785,28,5,0.3,10033,155621,0
69,146366,789,40,3,0.11,32070,284618,1
36,63469,663,11,3,0.71,50104,62593,0
64,53687,411,40,2,0.18,13199,136213,1
33,126609,708,14,4,0.52,13776,25694,0
22,72656,306,0,0,0.53,23727,152935,0
52,37375,496,19,3,0.26,3931,269834,1
29,134019,666,2,1,0.79,81379,119153,0
42,140735,549,21,0,0.1,57193,256759,1
69,85206,539,39,1,0.51,6699,72963,1
38,116462,679,11,0,0.41,58789,45832,1
53,56607,770,22,0,0.23,87760,172055,1
40,103178,754,14,5,0.17,28321,27365,0
33,43993,665,5,1,0.6,62032,222069,1
56,64386,589,28,1,0.74,8636,122037,1
62,143394,702,28,0,0.13,68396,293613,1
59,66287,357,40,3,0.2,15989,253616,1
56,106724,820,36,1,0.79,52086,264349,1
31,118132,603,3,2,0.06,37062,92498,1
48,113308,414,28,2,0.43,80337,65390,1
22,116393,509,0,0,0.44,63125,67635,1
52,147314,340,24,4,0.25,31398,68734,1
40,96312,472,12,0,0.55,71283,17164,1
46,118371,533,18,0,0.76,71774,58184,1
60,95324,702,40,3,0.39,3834,96964,1
28,91196,338,6,3,0.61,49203,226996,0
35,90014,418,8,5,0.53,46676,106678,0
64,28210,634,37,4,0.4,27230,83709,0
29,30922,635,0,4,0.09,73652,34580,0
26,56289,838,7,4,0.61,69464,192864,0
27,149097,373,6,4,0.32,94715,150699,0
61,53340,490,40,4,0.22,23134,266707,0
34,59850,623,4,0,0.76,9190,209974,1
55,76984,446,33,0,0.63,90364,19444,1
24,123699,583,5,5,0.77,5350,284891,0
63,133711,512,35,2,0.24,35055,229079,1
30,104178,693,7,2,0.68,44686,145301,0
57,31094,638,30,5,0.51,82572,118332,0
59,107959,321,25,5,0.79,29700,217912,0
26,53418,404,0,1,0.76,73146,225943,0
67,25741,765,33,0,0.78,30420,299512,1
44,131585,758,23,4,0.76,26177,15944,0
19,92374,731,0,1,0.06,94386,287961,1
22,137275,520,1,3,0.61,40651,268277,0
46,142564,678,15,0,0.25,77706,112603,1
54,88798,521,33,5,0.58,55339,164742,0
55,136026,557,32,2,0.79,50282,191234,0
36,90532,666,10,0,0.08,42070,172046,1
25,130130,648,0,5,0.48,93683,137181,0
65,42164,524,40,0,0.6,61703,33755,1
62,55595,535,40,0,0.24,26406,113473,1
18,50257,482,0,0,0.22,59009,291946,1
39,34211,743,16,3,0.1,2066,69771,1
69,115989,305,40,2,0.12,71506,178044,1
34,25232,535,9,0,0.54,53940,204714,1
24,87753,426,0,5,0.43,51469,172776,0
42,72691,403,10,3,0.07,24350,245370,0
62,109765,779,40,1,0.78,95771,114484,1
21,99768,454,0,0,0.54,5114,210069,0
53,45613,556,29,3,0.44,94690,47491,1
23,34026,534,0,4,0.25,50199,13495,0
48,73535,799,16,1,0.54,95426,70181,1
36,114090,588,4,2,0.32,66133,233899,1
61,50908,809,39,0,0.58,22245,184184,1
56,72113,597,32,0,0.56,44266,280241,1
44,39610,436,21,3,0.12,90762,167182,1
27,66646,675,0,2,0.73,13595,184615,0
43,125141,386,16,4,0.42,94254,45702,1
36,83185,718,8,1,0.34,40218,160789,0
56,92567,498,24,5,0.77,26143,112304,0
20,67574,762,0,2,0.38,47178,131292,1
62,143978,736,34,0,0.59,72700,48252,1
30,145204,609,10,3,0.54,99176,114419,0
67,111051,580,40,4,0.17,8787,241548,1
45,122020,622,17,3,0.79,82460,288543,0
37,56182,451,5,1,0.4,65517,7496,0
45,136136,601,21,2,0.35,46286,35985,1
25,20570,577,0,3,0.74,86985,120950,0
58,117790,307,31,5,0.45,1081,109697,0
56,39288,534,26,5,0.58,4005,43178,0
18,98824,601,0,3,0.68,74944,81407,0
20,49877,337,0,0,0.23,1334,81682,1
30,104425,435,0,3,0.18,77639,126352,0
45,20917,720,25,4,0.1,59217,53577,1
66,95602,518,40,2,0.72,26169,94643,1
42,115040,647,21,1,0.2,97030,56933,1
50,84575,845,32,5,0.28,24452,282623,1
55,92518,378,23,3,0.26,27254,186423,0
23,142115,572,5,4,0.28,70433,152245,0
61,59104,460,38,5,0.55,58110,44800,1
62,38062,607,38,5,0.77,58253,163496,1
49,36999,673,20,1,0.3,71184,158779,1
62,81845,308,40,5,0.36,76210,17854,0
64,29941,743,40,4,0.63,83702,139753,1
38,81169,412,8,5,0.37,93246,287023,0
33,43470,504,4,5,0.74,20970,273222,0
38,149744,704,9,3,0.43,4794,119166,0
28,130684,496,0,3,0.31,30184,57314,0
54,79821,414,23,2,0.78,92095,32941,0
53,106669,420,24,0,0.37,81880,221100,1
52,138193,364,23,4,0.22,39365,259468,1
36,64435,575,13,0,0.18,32217,161497,1
37,24529,538,10,0,0.8,6051,258589,0
35,103055,601,9,5,0.61,83662,129781,0
64,32192,691,40,1,0.36,71080,144579,1
58,94102,821,34,1,0.67,13875,196659,1
66,92762,668,40,5,0.46,70891,280717,1
31,123466,532,2,4,0.29,20992,194923,0
32,134894,494,10,0,0.61,52662,164770,0
48,106795,311,30,2,0.61,59475,23318,0
18,54087,476,0,0,0.43,32074,174791,1
20,86677,516,0,1,0.08,69052,241802,1
33,24627,310,15,0,0.11,23622,80529,1
40,76541,745,10,3,0.64,68015,44102,0
28,132805,463,10,3,0.67,83874,24006,0
29,88226,850,7,2,0.56,93543,276192,0
27,125627,352,0,4,0.68,41982,211676,0
49,23255,517,22,0,0.59,60069,22909,1
33,77433,659,12,3,0.72,46078,39184,1
25,25213,684,7,4,0.16,51873,203402,0
55,122412,355,30,3,0.34,64798,163713,1
29,39404,417,7,4,0.4,59784,11826,0
41,136545,552,22,4,0.27,22836,57828,1
45,45380,479,11,3,0.59,95782,108380,0
25,111056,714,1,5,0.73,69083,118766,0
45,39173,534,11,1,0.36,29130,11369,1
53,148833,379,30,4,0.76,49975,46312,0
43,73027,321,11,5,0.44,66995,243995,0
25,43989,776,3,0,0.44,68772,141898,1
67,128106,739,35,5,0.5,21830,135371,0
45,44519,392,22,3,0.25,67116,118554,0
45,145803,491,26,5,0.34,15439,30692,0
54,42439,402,20,1,0.46,5715,236696,0
58,138570,695,37,3,0.76,27107,87453,1
53,96949,306,24,2,0.53,92480,14409,1
44,34995,530,25,0,0.3,98300,217137,1
34,43559,539,15,2,0.06,44394,19795,0
26,148028,389,0,5,0.79,94103,195644,0
50,130887,531,18,4,0.42,39665,157807,0
37,109049,756,18,5,0.75,33425,49036,0
30,25021,532,9,4,0.46,60874,58387,0
45,118000,653,19,2,0.5,42432,17021,1
65,41119,632,40,2,0.58,83778,74650,1
46,71539,738,16,4,0.29,44949,73120,1
30,114835,674,1,1,0.57,85360,14740,0
63,59350,591,40,0,0.45,78434,235864,1
52,66223,644,22,3,0.55,84295,191626,1
23,45517,727,0,2,0.68,89604,232351,0
35,98653,429,4,0,0.19,4669,149391,1
68,42250,440,40,3,0.51,80918,234603,0
22,104486,714,0,5,0.09,16436,51169,0
64,102895,392,40,3,0.13,85310,266932,1
42,109132,583,17,2,0.56,37030,225615,1
19,111066,522,0,1,0.1,5638,68711,0
27,86798,762,8,1,0.5,69402,58504,0
47,74199,844,22,0,0.22,58000,119481,1
67,143823,575,33,5,0.28,10251,119050,1
62,79546,439,32,0,0.15,9948,17988,1
22,148180,656,0,4,0.24,53647,202306,0
50,125686,322,24,1,0.67,89414,202045,0
18,108151,569,0,0,0.53,66723,223811,1
35,23327,632,4,4,0.76,98806,283139,0
49,140318,384,18,5,0.09,87498,145948,1
64,49768,330,32,3,0.64,96447,285681,0
66,84418,539,40,0,0.57,58245,256798,1
28,114386,662,0,4,0.25,20098,93295,0
38,136947,688,7,1,0.6,8408,131097,0
43,62788,598,18,3,0.59,83215,223128,0
42,135945,670,20,0,0.39,70069,169799,1
39,102384,398,18,1,0.57,70676,15031,0
44,66830,346,13,3,0.38,64982,67745,0
66,72446,721,33,2,0.3,93154,254516,1
30,125078,779,7,1,0.4,87190,79442,1
50,35160,361,27,2,0.72,53203,215906,0
51,76583,408,31,5,0.34,55617,254681,0
58,53998,848,26,0,0.35,97311,56866,1
52,47230,418,32,4,0.51,81212,60237,1
18,29076,681,0,0,0.61,7005,291697,0
38,89341,691,18,1,0.6,72406,228626,1
65,51085,351,38,2,0.06,70440,101441,1
23,75571,588,5,2,0.57,49235,140032,0
45,34715,636,12,3,0.39,12973,190320,1
34,148308,503,1,0,0.44,47976,181201,1
22,25750,537,0,0,0.47,68797,141832,0
48,133931,681,30,1,0.6,59866,112407,1
22,98768,435,1,2,0.67,18804,214689,0
55,138544,706,35,1,0.53,89613,250161,1
20,55903,807,0,1,0.47,62936,35961,1
40,92489,661,11,5,0.33,48276,240329,0
54,52093,680,25,2,0.15,25680,281232,1
54,111036,553,24,1,0.77,61967,143308,1
27,107954,776,0,2,0.4,17862,59967,1
27,139277,413,0,1,0.47,88438,92684,1
36,54314,319,6,4,0.61,40553,261055,0
34,68225,827,12,1,0.1,9884,108278,1
38,107985,444,17,1,0.69,69574,237903,1
31,103014,507,0,4,0.65,61313,178636,0
26,55179,830,0,0,0.63,33961,38843,0
63,137305,675,35,2,0.07,32562,156504,1
18,132417,803,0,3,0.44,27065,19433,0
68,45338,465,40,4,0.09,33084,163880,1
62,112435,849,40,0,0.46,52038,87922,1
30,89681,480,1,1,0.59,78337,226760,0
21,52101,743,0,5,0.14,21957,126074,0
18,22775,631,0,0,0.57,69116,19702,1
66,131497,802,40,4,0.39,93080,106125,1
57,117183,378,38,5,0.66,63278,200283,0
49,65619,695,21,1,0.45,33454,49185,1
51,65838,402,31,0,0.3,54796,97393,1
45,141316,701,18,3,0.3,12277,181779,1
48,39539,523,25,2,0.72,99524,79222,0
25,122274,817,2,2,0.39,67411,129018,0
56,77124,535,37,4,0.35,78190,269560,1
43,85149,726,16,1,0.08,61069,266002,1
51,46616,415,28,1,0.32,67732,125003,1
20,99655,462,0,2,0.69,52861,244610,0
67,110695,525,36,0,0.62,50487,5207,1
29,74567,529,7,1,0.22,42184,111968,1
18,57099,481,0,3,0.36,24398,186862,0
61,95831,548,40,3,0.2,80906,288655,1
22,120246,617,0,1,0.77,29517,184086,0
47,81799,509,18,1,0.5,95395,259409,1
47,140714,691,23,2,0.62,67783,142096,0
34,110221,395,8,4,0.59,25564,166464,0
65,134879,385,32,2,0.71,8111,110909,0
64,45479,714,36,4,0.76,21973,289903,0
40,66172,693,11,3,0.07,1310,66586,1
32,119165,800,0,4,0.78,77296,243074,0
54,75863,432,21,2,0.7,18988,257007,0
38,62043,613,6,1,0.34,23043,64727,1
31,102569,520,9,4,0.68,54134,95557,0
19,122438,737,0,2,0.6,91480,234819,0
28,130107,345,0,3,0.64,56326,185341,0
68,35408,491,38,5,0.22,90937,263976,1
56,142275,819,35,4,0.54,18381,114266,1
55,77980,678,21,3,0.07,34264,234942,1
51,102956,633,30,3,0.69,23069,287130,1
55,36351,338,22,0,0.76,43964,154392,0
67,24131,592,35,5,0.55,67734,178684,0
51,136836,461,20,4,0.43,6910,189614,0
35,64825,630,6,2,0.59,72020,296810,0
47,31349,403,27,4,0.29,47165,141474,1
32,80931,460,5,4,0.52,67112,224979,0
44,64254,353,19,5,0.59,33821,42549,0
68,58225,333,40,3,0.16,45392,151587,1
51,124383,541,20,3,0.16,49603,219195,1
69,32453,412,35,3,0.59,33996,114433,1
55,38814,617,22,3,0.37,91890,208665,1
50,38263,322,18,5,0.72,96765,200670,0
41,97694,417,9,2,0.28,78558,259357,0
32,35735,511,14,1,0.08,67520,279243,1
47,35830,717,18,0,0.54,79196,119159,0
59,67893,412,32,3,0.56,26044,27097,1
68,64673,343,37,3,0.47,85387,75719,1
34,147006,427,7,0,0.56,43809,54094,1
22,109462,457,0,3,0.44,34299,21696,0
46,65066,693,18,1,0.57,80247,275498,1
21,120315,811,0,4,0.08,77763,181420,0
27,23373,344,1,0,0.33,63647,230969,0
34,30335,407,2,2,0.21,74564,289024,1
27,43741,518,0,0,0.12,83481,113061,1
34,30692,742,8,1,0.23,33857,75304,1
37,67295,614,16,5,0.19,39503,28951,0
41,65541,476,17,2,0.78,66217,169238,0
22,54057,527,0,4,0.26,26982,191854,0
51,86983,566,26,3,0.22,67828,153503,1
23,39583,678,0,0,0.68,54262,285470,1
19,42765,788,0,2,0.36,24880,163778,1
30,79287,589,4,0,0.37,99074,228542,1
60,43906,656,31,4,0.38,8559,44232,1
60,140747,503,27,0,0.36,37549,38439,1
65,105103,512,40,2,0.29,36159,40229,1
28,99675,622,6,1,0.26,51370,229577,1
68,66525,480,40,5,0.71,60289,287676,0
64,58230,798,40,2,0.17,88075,235463,1
40,137904,619,17,0,0.19,79740,145406,1
33,39520,382,1,4,0.48,3252,129945,0
48,105238,602,27,3,0.31,10866,173964,1
28,71934,561,0,3,0.37,38997,33484,0
33,45566,499,11,4,0.65,91336,33831,0
25,93193,539,0,0,0.73,8553,246527,0
21,123224,594,0,5,0.64,33831,251156,0
57,50134,811,35,4,0.23,68323,159737,1
21,30345,695,3,0,0.78,45810,296349,0
42,141012,437,11,2,0.32,59719,252315,0
20,141015,428,0,5,0.18,12726,179540,0
49,61185,348,26,1,0.42,70451,133609,1
20,135464,592,0,0,0.59,48423,266736,0
44,112949,835,15,3,0.11,1092,288579,1
46,90744,610,27,3,0.53,77470,218662,0
49,53455,836,19,5,0.69,30995,119426,0
67,135217,533,33,1,0.25,99005,216219,1
68,48018,508,34,0,0.57,63957,105159,1
36,74219,393,3,1,0.35,2677,119623,0
38,65991,626,13,2,0.36,94778,101284,0
22,93616,524,2,1,0.26,22892,179110,1
35,107438,310,1,2,0.52,23114,215205,0
45,136841,628,22,3,0.32,37632,14880,1
59,29486,311,34,2,0.67,28057,214494,0
39,58862,334,9,0,0.77,63565,142586,0
38,141662,746,13,5,0.75,61753,54179,0
23,78870,751,0,5,0.17,45031,266274,0
18,106694,519,0,0,0.06,51049,206957,1
22,125996,740,0,0,0.38,61275,266668,1
58,63856,834,24,0,0.6,48881,200616,1
29,121407,528,11,4,0.78,53865,228320,0
43,120744,643,19,2,0.64,98068,38142,1
63,106055,379,33,0,0.49,51684,49329,1
51,51379,652,31,5,0.07,56687,139117,1
66,84729,695,34,1,0.67,76705,150800,1
31,48378,589,9,1,0.18,57438,34713,1
43,125428,754,15,4,0.09,58314,84374,0
62,74353,427,40,2,0.69,51503,27659,1
44,69996,842,21,2,0.47,31740,240325,1
26,34031,658,6,2,0.15,47176,103582,1
43,100072,826,21,5,0.34,11030,46747,0
64,85982,612,38,5,0.11,77288,208758,0
39,56683,374,9,4,0.53,8051,296767,0
64,134091,845,40,2,0.26,57010,22716,1
47,137797,495,19,2,0.7,11589,209673,0
60,37618,328,29,0,0.32,12395,24531,1
65,26587,315,40,2,0.42,13833,261297,1
34,82790,722,11,5,0.1,67134,45760,0
43,51480,704,9,0,0.26,80903,8449,1
53,118530,830,25,0,0.56,19428,258786,1
18,40527,376,0,2,0.6,17642,12279,0
25,43569,528,0,1,0.23,87491,10191,1
66,31151,596,32,3,0.43,41771,249756,0
52,91094,809,28,5,0.66,11097,272451,0
69,79174,837,40,1,0.33,79743,140288,1
32,64739,625,14,2,0.15,89096,90438,1
64,52954,662,39,2,0.37,24426,115283,1
39,132984,658,17,1,0.5,67333,267639,1
31,132863,623,6,2,0.06,44463,74128,1
43,129373,625,9,5,0.31,72249,45816,0
45,55303,464,16,0,0.51,41079,200367,1
40,54700,754,8,4,0.76,21404,18000,0
31,113036,452,10,2,0.36,72447,142791,1
41,143728,426,12,2,0.17,4954,74981,0
19,87568,492,0,1,0.45,70848,105671,1
62,86788,829,31,0,0.26,97411,44323,1
43,91045,309,21,1,0.21,56331,218897,1
31,57842,391,0,5,0.49,56931,193392,0
68,33900,438,40,1,0.74,19440,147491,1
24,147992,780,0,2,0.68,59407,209508,0
20,100059,748,0,0,0.19,82364,31403,1
64,21881,632,31,5,0.62,31898,33298,0
40,53037,639,11,2,0.22,47720,228764,1
63,21630,351,39,5,0.27,46428,77771,0
60,40789,765,27,2,0.74,16427,43056,0
64,146083,774,34,2,0.73,96177,69237,1
62,108059,700,40,2,0.18,23169,147267,1
35,103494,738,3,4,0.1,46419,259063,0
55,66151,808,35,3,0.27,52065,162320,1
52,68920,452,28,0,0.49,68487,187526,1
68,129388,813,37,4,0.71,88490,258085,0
32,87231,802,1,3,0.14,80363,91315,0
42,137946,305,19,5,0.36,75501,81202,0
54,100357,799,29,3,0.25,99632,36709,1
45,23262,417,21,3,0.06,9985,119439,1
27,86981,784,0,4,0.64,33641,199530,0
56,140951,767,37,0,0.66,23897,35949,1
34,143099,460,9,1,0.22,46652,161925,1
56,101972,569,28,3,0.16,6973,235803,1
39,95485,355,9,1,0.16,84330,171942,1
43,74722,527,17,1,0.4,74250,63529,1
61,109499,448,35,2,0.23,67673,170186,1
42,70818,345,8,1,0.43,55309,34871,1
34,49932,443,10,5,0.34,57718,253755,0
30,26901,639,4,5,0.21,69809,238988,0
37,137473,712,19,2,0.61,23627,113043,1
42,119023,819,23,0,0.16,53621,151240,1
21,28597,643,0,0,0.65,98729,253618,0
27,149631,686,0,5,0.47,56084,70116,0
20,83909,772,0,2,0.67,16151,146105,0
58,92391,574,39,0,0.05,76691,9902,1
62,104214,652,37,3,0.61,27741,127793,1
35,28263,365,4,0,0.09,89484,66263,1
64,83293,378,37,2,0.76,39130,294808,0
53,132824,501,19,5,0.58,71172,271726,0
64,144933,412,39,3,0.29,61916,296626,1
39,45805,390,8,1,0.29,60219,172216,0
51,111679,440,26,1,0.7,98185,299016,0
64,31874,588,40,1,0.73,38236,87754,1
25,113065,710,0,5,0.72,68882,186271,0
57,106402,676,32,2,0.66,14984,100363,1
66,34079,683,39,1,0.66,2042,118195,1
61,69850,451,36,0,0.48,14063,239816,1
36,92779,618,10,1,0.07,54918,169336,1
59,115408,668,39,4,0.12,21490,102143,1
58,29018,761,24,5,0.54,41967,201302,0
54,140606,311,22,4,0.35,57472,294149,0
23,69500,455,0,1,0.48,73838,244831,0
69,140062,776,40,1,0.22,22876,298619,1
43,32100,700,24,4,0.54,82830,38683,0
51,77021,476,17,5,0.23,61650,81810,0
62,134995,640,40,5,0.4,3302,250841,1
23,39800,356,0,1,0.41,20017,128045,1
54,148126,747,28,5,0.18,43311,244823,1
50,83400,502,31,3,0.71,1361,236447,0
39,112446,501,20,5,0.44,39261,257790,0
38,49437,629,18,4,0.7,18171,228922,0
23,123124,662,0,2,0.25,42226,117177,1
23,96537,753,0,4,0.18,30327,175985,0
65,66675,655,34,0,0.06,71628,266731,1
21,39942,515,0,3,0.12,83473,297432,0
47,40862,322,24,2,0.16,65223,117880,1
28,31669,454,8,1,0.11,80353,128060,1
47,141219,485,29,0,0.72,76315,96428,1
48,73772,548,15,0,0.73,71052,30682,1
41,35916,433,20,3,0.75,64624,72125,0
26,30878,620,8,2,0.77,96650,166881,0
20,22985,689,0,0,0.42,15530,256594,0
68,117905,733,40,2,0.45,10310,187814,1
48,93648,321,29,2,0.15,35281,79215,1
57,61235,424,24,5,0.15,60270,144875,0
54,38931,378,27,0,0.63,90345,110518,1
53,112876,350,28,2,0.69,47104,186680,0
41,20336,475,12,3,0.64,22735,48153,0
48,62933,552,15,0,0.68,73285,53657,1
23,104899,545,0,3,0.26,94173,145601,0
19,65536,405,0,3,0.4,8005,230606,0
37,89504,492,19,2,0.39,58564,80928,1
45,119214,615,25,2,0.8,52496,173337,0
28,71148,601,0,5,0.76,30898,140655,0
21,133936,847,0,5,0.5,90074,197298,0
32,36279,567,10,0,0.15,22708,31690,1
23,88665,469,5,5,0.24,46024,92174,0
66,123751,850,39,1,0.32,92003,283382,1
47,124433,754,13,0,0.7,15412,224563,1
55,91386,591,34,3,0.18,55821,157754,1
68,106124,440,36,5,0.21,30378,218070,0
19,125750,445,0,5,0.31,94638,133596,0
32,97485,724,0,5,0.75,79580,207260,0
28,94055,613,4,2,0.43,32309,283905,0
25,111911,483,0,3,0.54,84775,231843,0
43,118618,427,18,5,0.34,3435,260672,0
68,97273,586,40,4,0.19,89700,104450,1
62,86670,552,40,4,0.22,4386,53329,1
61,96474,685,29,3,0.65,71976,292783,0
22,74028,529,0,5,0.72,46503,203824,0
23,110022,570,3,1,0.42,72972,118733,0
43,133892,714,11,1,0.32,73939,37657,1
21,111632,497,1,0,0.66,89778,188694,0
36,126651,622,4,0,0.55,44464,22900,1
37,91128,355,14,5,0.08,69475,16242,0
50,38108,502,32,0,0.31,83758,69930,1
37,72495,437,6,2,0.56,28277,130272,0
66,102806,721,33,1,0.48,87679,151050,1
29,113185,356,11,3,0.78,55012,280750,0
64,96533,370,30,5,0.7,4138,168103,0
18,119025,671,0,5,0.09,50327,12421,0
43,76830,813,10,4,0.59,87525,269692,0
31,94640,383,8,1,0.3,69698,12252,1
55,72509,342,28,1,0.56,3752,83385,1
54,86406,432,27,1,0.51,26765,173602,0
28,114220,694,6,0,0.43,1837,265460,1
53,59519,364,24,2,0.69,95010,260519,0
30,69649,589,0,3,0.58,78579,169806,0
60,54524,675,29,0,0.72,57997,191300,1
20,116493,766,0,2,0.26,36501,223686,1
50,53885,512,30,1,0.31,45770,193779,1
23,64369,447,0,2,0.52,90608,234483,0
67,121132,770,38,0,0.77,69189,180126,1
27,115402,448,8,1,0.33,89060,71045,1
22,50676,387,3,0,0.07,61594,112560,1
40,84093,623,6,3,0.38,86269,193719,0
27,67764,695,0,1,0.46,38448,63312,1
61,70799,703,40,2,0.65,85306,47398,1
19,99414,381,0,0,0.6,38959,107175,0
30,125296,585,9,4,0.77,50525,125201,0
57,113095,681,38,2,0.64,79340,250329,1
19,132082,569,0,2,0.27,82746,224500,1
37,92307,591,10,1,0.53,35029,200297,1
18,102062,752,0,5,0.55,74169,83812,0
54,115432,323,22,2,0.8,9312,148618,0
26,51923,610,6,0,0.15,39300,189125,1
34,137449,760,4,4,0.19,55994,45526,1
26,121739,507,1,3,0.17,86765,216650,0
28,124926,737,4,4,0.49,3884,109374,0
32,98388,837,7,0,0.15,21522,253030,1
41,67574,635,15,1,0.54,6623,5229,1
55,63391,721,32,0,0.65,12460,160797,1
52,148691,620,31,5,0.37,11234,213328,0
47,141757,796,15,5,0.47,85039,186201,0
48,73664,462,26,5,0.73,64578,36879,0
66,87384,840,40,2,0.48,90636,83771,1
22,51027,464,0,1,0.21,83410,272333,0
61,55464,594,35,5,0.31,47905,91859,0
67,54485,341,40,3,0.45,30420,237850,1
31,148366,584,5,3,0.17,36813,126383,0
28,39456,686,1,0,0.51,1382,82508,1
26,94795,437,5,5,0.8,39353,137937,0
51,55554,486,28,2,0.54,10369,126389,0
29,66922,730,0,3,0.33,35985,238101,0
52,33409,715,26,4,0.3,43255,193513,1
52,89327,725,34,1,0.75,59261,244673,1
18,111400,715,0,4,0.7,90197,214072,0
57,56639,325,27,3,0.4,62590,173654,0
39,120110,670,15,3,0.32,46486,84132,0
46,83627,684,20,0,0.58,48883,256894,1
25,103424,355,0,0,0.29,56318,232993,1
28,39692,552,8,5,0.14,52566,85922,0
58,109037,405,29,1,0.28,1650,69761,1
54,98840,429,34,5,0.38,41937,62276,0
31,74200,675,0,0,0.24,22299,242538,1
47,113063,607,20,2,0.21,27862,109389,0
52,77415,390,34,1,0.05,97689,210645,1
38,38074,692,7,2,0.52,17312,74721,1
54,35549,833,31,5,0.51,11943,41994,0
22,49963,409,3,0,0.19,69734,123569,1
36,111456,639,11,1,0.76,18325,12692,1
31,116362,655,13,5,0.36,75268,131728,0
43,121607,467,22,3,0.07,72341,208413,1
21,72265,751,0,5,0.21,53879,234565,0
42,36061,404,20,4,0.57,85449,167750,0
62,78226,449,36,3,0.2,67738,100106,1
59,48810,445,29,2,0.09,65010,279937,1
42,80006,598,8,3,0.51,83570,162614,0
35,142538,466,17,5,0.44,4006,91169,0
57,133502,347,25,3,0.62,62876,282781,0
25,42800,538,6,4,0.63,64228,90331,0
56,136192,306,23,5,0.77,53056,79774,0
57,128959,763,35,4,0.09,9505,228757,1
31,145433,752,9,3,0.08,21498,126170,1
49,127228,670,30,4,0.79,17505,59947,0
68,95476,848,40,3,0.53,63518,130334,0
55,89460,786,35,1,0.59,7603,214033,1
50,77767,510,16,3,0.12,25744,92138,1
40,48054,464,20,0,0.1,70218,281820,1
32,95319,424,2,4,0.17,14460,250573,0
50,122789,636,26,4,0.37,54273,69758,0
42,65397,491,22,2,0.13,80095,161750,1
34,33233,513,2,2,0.38,29544,54962,0
50,131205,627,23,0,0.47,7864,213563,1
64,110020,680,40,4,0.05,90314,144340,1
19,45068,538,0,4,0.14,80770,111212,0
31,85727,831,9,2,0.33,29593,161673,1
57,110610,381,32,2,0.09,45657,206047,1
57,90453,662,26,3,0.15,2729,53139,1
68,124135,804,40,5,0.22,45515,149299,1
56,45832,501,25,4,0.37,88872,231125,0
68,128464,803,39,4,0.59,55281,100238,0
23,106242,336,4,3,0.15,35936,76925,0
23,33682,701,0,4,0.6,13413,50229,0
20,112298,475,2,0,0.69,48652,226000,0
24,43383,844,0,2,0.54,30764,292412,0
68,78160,766,40,2,0.08,64784,67448,1
25,113332,500,0,5,0.38,46741,202940,0
59,43666,839,29,2,0.55,74204,11300,1
69,78817,846,40,1,0.78,79796,219266,1
32,111198,693,0,0,0.76,77844,44934,0
